Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
Waymo LLC,4/19/17,6:59 PM,2012,Lexus,RX450h,Middlefield Rd. at Oregon EXPWY.,Palo Alto,Santa Clara,94301,Moving,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hit Object,Mid-Sized Car,Straight Road,Vehicle 2,0,None,"A WAYMO LEXUS-MODEL AUTONOMOUS VEHICLE (""WAYMO AV"") MADE CONTACT WITH A CURB WHILE IN MANUAL MODE ON MIDDLEFIELD ROAD AT OREGON EXPRESSWAY IN PALO ALTO, CA. THE WAYMO AV WAS TRAVELING EASTBOUND IN AUTONOMOUS MODE IN THE RIGHTMOST LANE OF MIDDLEFIELD ROAD. AS THE VEHICLE CROSSED OREGON EXPRESSWAY, THE WAYMO AV AUTONOMOUS SYSTEM DETECTED THE VEHICLE IN THE LEFT ADJACENT LANE BEGIN TO DRIFT TO THE RIGHT, TOWARD THE WAYMO AV. THE WAYMO AV NUDGED TO THE RIGHTMOST SIDE OF ITS LANE. AS THE LEFT ADJACENT VEHICLE CONTINUED TO DRIFT TOWARDS THE WAYMO AV, THE WAYMO AV TEST DRIVER TOOK MANUAL CONTROL. THE WAYMO AV'S FRONT PASSENGER-SIDE TIRE THEN MADE CONTACT WITH THE RIGHT CURB, CAUSING IT TO DEFLATE. THE OTHER VEHICLE THEN STRAIGHTENED ITS TRAJECTORY IN ITS LANE AND CONTINUED ON. THERE WERE NO INJURIES REPORTED. ","14, 15",37.435749,-122.13304,510900,1000,1,,,,,,,0,
UATC,5/11/17,10:50 AM,2017,Valvo,XC90,Wisconsin Street and Coral Rd. ,San Francisco,San Francisco,94107,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"An Uber Volvo XC 90 registered under the DMV testing program (""Vehicle l "") approached and came to a complete stop at a stop sign heading south on Wisconsin Street at Coral Street in San Francisco . After Vehicle 1made a complete stop, another vehicle (""Vehi cle 2"") approached from behind Vehicle I and rear-ended the stationary Vehicle 1 before Vehicle 1 was able to proceed through the intersection. ","7, 8, 9",37.753822,-122.398606,061401,1001,1,,,,,,,0,
UATC,5/17/17,12:55 PM,2017,Valvo,XC90,Noe St & 22nd Street,San Francisco,San Francisco,94114,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"An Uber Volvo XC 90 registered under the DMV testing program (""Vehicle 1"") approached and came to a complete stop at a stop sign
heading north on Noe Street at 22nd Street in San Francisco. After Vehicle 1 made a complete stop, Vehicle 2 was on approach from behind Vehicle land rear-ended the stationary Vehicle l before Vehicle 1 was able to proceed through the intersection. ","7, 8, 9",37.754628,-122.432177,021100,4003,4,,,,,,,0,
Cruise,5/25/17,5:26 PM,2017,Chevrolet,Bolt,11th St. and Mission St. ,San Francisco,San Francisco,94103,Moving,Moving,3,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Two-Wheels,Intersection,Vehicle 1,1,the cyclist scraped his knee,"A Cruise autonomous vehicle (""Cruise A V"") was traveling northbound on 11 th Street in San Francisco in autonomous mode, turning left
onto Mission Street in the outer of two left tum lanes . During the tum, a vehicle in the inner of the two left tum lanes began to cut in front of the Cruise A V. The Cruise A V braked, and a bike that had been closely cross ing behind the rear of the Cruise A V ran into the b ack of the Cmise A V. Police were not present or called to the scene. None of the occupants of the Cruise AV were injured. The Cruise AV occupants observed th at the cyclist scraped hi s knee. At the time, the cyclist stated an intention to seek medical evaluation, but declined to seek emergency assistance. There was a minor scratch on the A V, and the bicycle had no visible damage. ",None,37.774325,-122.417104,017700,2002,2,,,,,,,0,
Cruise,6/7/17,1:00 PM,2017,Chevrolet,Bolt,Van Ness Ave at O'Farrell Street (northbound),San Francisco,San Francisco,94109,Moving,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Truck/Bus,Straight Road,Vehicle 2,0,None,"A Cruise automomous vehicle (""Cruise A V"") was involved in a collison on Van Ness Avenue. The Criuse AV was -traveling northbound at
7 mph when a bus merged into the lane in front of the Cruise AV. The Criuse AV braked, and a white minivan that had been closely following ran into the back of the Crulse A V. Police were not p.rese:ntor called to the scene. ",8,37.784752,-122.421193,012202,2007,2,,,,,,,0,
Cruise,6/28/17,11:48 AM,2017,Chevrolet,Bolt,Montgomery St. (southbound) and Post St. ,San Francisco,San Francisco,94104,Moving,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise automomous vehicle (""Cruise A V"") was involved in a collison on Montgomery Street at Post Street. The cruise AV was the lead car stopped at a red light. When the light turned green the crusie av began moving forward. Shortly thereafter with the cruise av traveling at <1mph, a van closely following behind ran into the back of the cruis av. Police were not present or called at the scene. ",8,37.789103,-122.401997,011700,4011,4,,,,,,,0,
Cruise,7/6/17,10:54 AM,2017,Chevrolet,Bolt,19th St (westbound) & Shotwell St,San Francisco,San Francisco,94110,Moving,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Side Swipe,Truck/Bus,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV"") was involved in a collision on 19th street at shotwell street. The cruise AV, heading west, was slowing down as it approached the four-way stop at which point the driver of a pick up truck behind the cruise av drove into the oncoming lane and began passing the cruise av. While driving past the cruise av, the truck slipped the cruise av's front driver's side corner and continued through the intersection in the opposite lane of travel. The paties stopped and exchanged information after the intersection. Police were called to the scene but no report was created. ","1, 18",37.760433,-122.415929,022801,1009,1,,,,,,,0,
UATC,8/16/17,2:55 PM,2017,Valvo,XC90,Geary Blvd. & 3rd Ave,San Francisco,San Francisco,94118,Stopped in Traffic,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"An Uber Volvo XC 90 registered under the DMV testing program (""Uber SOY"") was eastbound on Geary Blvd preparing to make a right turn onto 3rd Ave. The vehicle operator disengaged the combined advanced driver assist systems on the vehicle to wait for pedestrians before making a right tum onto 3rd Ave. While the Uber SDV was stopped, a Toyota Tacoma impacted the rear of the Uber SDV. Tiie collision caused minor damage lo the vehicle's rear hatch and bumper and scuffed the Tacoma's bumper. No injuries were reported onsite. Police were not called. The Uber SDV co-pilot later reported wrist discomfort. ","6, 7, 8, 9",37.781159,-122.461063,045100,1001,1,,,,,,,0,
Waymo LLC,8/26/17,8:39 AM,2017,Chrysler,Pacifica,Alma Street and El Vemno Avenue,Palo Alto,Santa Clara,94306,Moving,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Compact Car,Straight Road,Vehicle 1,0,None,"A Waymo autonomous vehicle (""Waymo AV"") in manual traveling eastbound in the left lane on Almo Street in Palo Alto was involved in a minor collision. The Waymo AV was in autonomous mode when a vehiccle ahead of it swearved right to avoid an object in the road. The driver of the Waymo AV then disengaged and began to change lanes to the right to avoid the object. The Waymo AV's rear bumper then scraped the front left bumper of a van processing in the adjacent right lane. The waymo av was trsveling at approx 21 mph while the other vehicle was traveling at approx 26 mph at the time of the collision. The waymo av experienced minor damage to its rear bumper. The other vehicle experienced minor damage to its front bumper. There were no injuries reported at the scene by either party. ","7, 8, 9",37.415457,-122.119917,510803,2008,2,41.2,1501,510,49,697,184,61,150500
Cruise,9/9/17,4:47 PM,2016,Chevrolet,Bolt,Folsom Street and 6th Street,San Francisco,San Francisco,94103,Moving,Moving,2,Moderate,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise AV operating in coventional mode, was involved in a collision while preparing to turn left from Folsom Street onto 6th Street. The driver of the cruise av decelerated and stopped to let a pedestrian clear the crosswalk. A Ford Explorer behind the Cruise AV then impacted the rear passenger-side corner of the Cruise av. The police were called, but declined to respond citing the lack of any reported injury. ","9, 10",37.778943,-122.406162,017804,2002,2,,,,,,,0,
Cruise,9/12/17,11:10 AM,2016,Chevrolet,Bolt,Folsom Street and 6th Street,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Head-on,Two-Wheels,Straight Road,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in conventional mode, was involved in an incident while traveling eastbound on Harrison Street between 12th and 11th Streets. The Cruise A V's driver observed a cyclist traveling in the wrong direction toward the Cruise AV. The cyclist was waving his hands and swerving severely; he appeared to be intoxicated. The driver brought the Cruise AV to a complete stop. The cyclist continued weaving toward the Cruise AV, collided with the Cruise A V's front-right bumper, and fell over. After getting to his feet, the cyclist picked up his bike and deliberately hit the bike's front tire into the passenger side of the Cruise AV. He then pulled on a sensor on the Cmise A V's rear, passenger-side, causing minor damage. With the cyclist off to the side of the vehicle, the driver of the Cruise AV slowly pulled away from the interaction. Police were not present or called to the scene,","13, 14, 15",37.778943,-122.406162,017804,2002,2,,,,,,,0,
Cruise,9/15/17,11:20 PM,2017,Chevrolet,Bolt,Potrero St and Division St,South San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Conventional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (Cruise AV) initially operating in autonomous mode, was involved in an incident whiletraveling northbound as Potrero Ave turns into Brannan Stret. The Cruise AV was proceeding straight through the intersection, which bends to the right, when a black dodge charger came up quickly from behind. The charger was in a left-turn only lane in Cruise AV; but instead of turning left, the charger tried to overtake the Cruise AV and to proceed straight as well. At this point, the driver of the Cruise AV took over manual control. As the Charger tried to overtake the Cruise AV and to proceed straight as well. At this point, the driver of the Cruise AV took over manual control. As the Charger cut off the cruise av, it scraped the Cruise AV's front left sensor. At the time of the collision, the Cruise AV was traveling at 4 mph, while the charger was traveling at approx 12 mph. The charger fled the scene without exchanging info. The driver of the Cruise AV called the police to the incident as a hit-and-run but the police were not dispatched and no report was filed. ","15, 16",37.769299,-122.406882,017700,1002,1,,,,,,,0,
Cruise,9/18/17,3:20 PM,2017,Chevrolet,Bolt,Bay Street and Columbus Avenue,San Francisco,San Francisco,94133,Moving,Moving,3,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise A V""), operating in autonomous mode, was rear-ended while traveling on Bay Street at Columbus Avenue, The Cruise AV was stopped at a red Hght in the left of two eastbound lanes, When the light turned green, the Cruise AV began to proceed forward toward the intersection. In the right lane, another vehicle drifted within its lane toward the Cruise AV. The Cruise AV responded by decelerating, and a car following closely behind rear-ended the Cruise AV, The parties exchanged information. The police were not called. ","7, 8, 9",37.80517,-122.417226,010101,1021,1,,,,,,,0,
Cruise,9/19/17,6:20 PM,2017,Chevrolet,Bolt,Division St & 10th St,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,Minor,Autonomous,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV11 ), operating in autonomous mode, was rear-ended by a white Ford Ranger while waiting at a
stop light on I0th Street, southbound between Bryant and Division Streets. The Ranger crept forward slowly into the Cruise AV, which was
completely stationary at the time of the collision. The parties exchanged information and the driver of the Ranger apologized, adding that
he was on his cell phone. The police were called but, citing the lack of any injury, declined to respond to the scene. ",8,37.770348,-122.409736,017700,1010,1,,,,,,,0,
